제목,링크,내용
방경숙 한국간호교육학회장, <b>어린이</b> 교통안전 릴레이 챌린지 동참,http://www.bosa.co.kr/news/articleView.html?idxno=2158658,한국간호교육학회 방경숙 회장서울대학교 간호대학 교수 어린이 교통안전 릴레이 챌린지는 지난해 월부터 어린이보호구역 내 교통사고 예방과 어린이 보호 최우선 문화를 정착시키기 위해 행정안전부가 실시하고 
경기도의회 김원기 의원, '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,http://www.weeklytoday.com/news/articleView.html?idxno=405918, 경기도의회 김원기 의원 어린이 교통안전 릴레이 챌린지 동참 경기도의회 안전행정위원회 김원기 의원이 어린이보호구역 내 교통안전문화 정착과 사고예방을 위한 어린이 교통안전 릴레이 챌린지에 동참했다 
7월 오후 2~4시 2학년 <b>어린이</b>, 스쿨존 교통사고 발생 위험 가장 높아,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=008&aid=0004643976,야외활동이 많은 월 오후 시에서 오후 시 사이 학년 어린이가 어린이보호구역 교통사고 빈도가 높다는 조사 결과가 나왔다 행정안전부는 일 이를 토대로 어린이 교통사고를 최소화하기 위한 관계기관 합동 
광주 서구, <b>어린이</b> 교통안전교실 운영,https://www.wikitree.co.kr/articles/688562,찾아가는 어린이 교통안전 교실은 지난해 도로교통법 개정으로 어린이보호구역 내 교통위반 단속기준이 강화되었으나 여전히 어린이 교통사고가 줄어들지 않는 등 안전 불감증이 만연하고 있어 어린이들의 
민식이법 시행했지만… <b>어린이보호구역</b> 교통사고 속출,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202109121407013870179,지난해 명 사상 행안부 위험도 점검 거쳐 연내 시설 개선 서울 광진초개봉초 인근 등 교통사고가 많은 어린이보호구역에 대한 특별점검이 추진된다지난해 월 도로교통법이 개정돼 학교 앞 어린이 
교통사고 잦은 <b>어린이보호구역</b> 36곳 합동 현장점검 실시,https://www.safetynews.co.kr/news/articleView.html?idxno=207762,행정안전부가 어린이보호구역내 교통사고를 예방키 위해 관계기관과 함께 어린이보호구역 현장점검을 실시한다 행안부는 일부터 일까지 교통사고가 건 이상 발생했거나 사망사고가 발생한 전국 개의 
여수시, <b>어린이보호구역</b> 22개소 교통안전시설물 확충,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005588332,전남 여수시는 어린이들의 안전한 등하굣길을 위해 어린이보호구역 개소에 교통안전시설물을 확충했다고 일 밝혔다 시는 올해 국비 확보 등 약 억 원의 예산을 확보하고 어린이보호구역에 무인교통단속장비와 
행안부 &quot;교통사고 잦은 <b>어린이보호구역</b> 집중 점검&quot;,http://www.safetimes.co.kr/news/articleView.html?idxno=100432, 행정안전부는 교통사고가 잦은 어린이보호구역에 대한 사고원인 분석과 교통안전시설 개선을 위해 관계기관과 합동 현장점검을 한다  김소연 기자 행정안전부는 교통사고가 잦은 어린이보호구역에 대한 
인천시, 모든 <b>어린이보호구역</b> 내 교차로 노란신호등으로 전면 교체,http://www.kmaeil.com/news/articleView.html?idxno=304577,사진제공인천시 인천시가 어린이들의 안전한 보행환경 조성을 위해 어린이보호구역을 쉽게 알아볼 수 있도록 추진한다 인천광역시는 인천경찰청과 협업해 관내 초등학교 등 개교 교차로 개소에 교통신호등을 
인천시, 모든 <b>어린이보호구역</b> 내 교차로 노란신호등으로 전면 교체,http://www.weeklytoday.com/news/articleView.html?idxno=403942, 인천시 모든 어린이보호구역 내 교차로 노란신호등으로 전면 교체 인천 위클리오늘안정호 기자 인천시가 어린이들의 안전한 보행환경 조성을 위해 어린이보호구역을 쉽게 알아볼 수 있도록 추진한다 
전남 <b>어린이보호구역</b> 내 교통위반 ‘꼼짝마!’,http://www.kukinews.com/newsView/kuk202109130139,전남경찰청에 따르면 올해 월말 기준 도내 어린이보호구역 개소 중 약 인 개소에 무인단속카메라 설치를 완료했다 전남도내 어린이보호구역의 에 무인 단속카메라가 설치됐다 전남경찰청에 따르면 
삼진식품 박용준 대표 '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,http://www.gukjenews.com/news/articleView.html?idxno=2309054,어린이 교통안전 릴레이 챌린지는 어린이 보호구역 내 교통사고를 예방하고 어린이 보호 최우선 문화 정착을 위해 지난해 월 행정안전부 주도로 시작한 국민 참여 캠페인이다 어린이 횡단 중 사고 예방의 
서초구, <b>어린이보호구역</b> 내 과속단속카메라 모두 설치,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=004&oid=079&aid=0003550583,서초구 지역 내 어린이들의 안전을 위해 어린이보호구역에 과속단속카메라가 모두 설치된다 서울 서초구구청장 조은희는 연말까지 지역내 모든 어린이보호구역초등학교 유치원 어린이집 특수학교 외국인학교에 
양양군, <b>어린이</b> 기호식품 조리·판매업소 지도 점검 실시,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=002&aid=0002210029,양양군 관계자는 학교 및 학원가 주변 어린이 보호구역 조리판매업소 점검을 통해 위생적이고 어린이 먹거리의 안전과 위생관리를 위해 최선을 다하겠다고 말했다
전남 경찰, <b>어린이보호구역</b> 내 무인교통단속장비 73% 설치,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003552287,전남지역 어린이보호구역 에 무인단속카메라가 설치됐다 전남경찰청은 지난 월말 기준으로 전남 관내 어린이보호구역 곳 중 곳에 무인단속카메라 설치를 완료했다고 일 밝혔다 앞서 정부는 지난 년 
전남 <b>어린이보호구역</b> 무인 교통 단속 장비 74% 설치 완료,http://www.sisamagazine.co.kr/news/articleView.html?idxno=400994,전남 어린이보호구역 무인 교통 단속 장비  설치 완료전남지방경찰청 청사사진황보배 기자 전남경찰청청장 김재규은올해 월말 기준으로 전남 관내 어린이보호구역 개소 중 개소에 대한 설치를 완료하여 
<b>어린이보호구역</b> 사망사고 운전자 징역 4년6개월,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=310&aid=0000090445,자녀 유치원 보내던 여성 치어 숨지게 한 대 남성 재판부 스쿨존 내 사고 주의 의무 위반정도 무겁다 세 딸의 유치원 등원에 나섰던 대 여성을 어린이보호구역스쿨존 내 횡단보도에서 차량으로 치어 숨지게 한 
인천시, <b>어린이보호구역</b> 내 교차로 노란신호등으로 전면 교체,http://www.discoverynews.kr/news/articleView.html?idxno=643383,남동구 성리초교 노란신호등 설치 인천시가 어린이들의 안전한 보행환경 조성을 위해 어린이보호구역을 쉽게 알아볼 수 있도록 추진한다 인천광역시는 인천경찰청과 협업해 관내 초등학교 등 개교 교차로 
광주 서구, <b>어린이</b> 교통안전교실 운영,http://www.gjdream.com/news/articleView.html?idxno=610185,일 서구에 따르면 찾아가는 어린이 교통안전 교실은 지난해 도로교통법 개정으로 어린이 보호구역 내 교통위반 단속기준이 강화되었으나 여전히 어린이 교통사고가 줄어들지 않는 등 안전 불감증이 만연하고 있어 
박용준 삼진식품 대표, ‘<b>어린이</b> 교통안전 챌린지’ 동참,https://www.cnbnews.com/news/article.html?no=510480,이 챌린지는 어린이 보호구역 내 교통사고를 예방하고 어린이 보호 최우선 문화를 정착하기 위해 지난해 월 행정안전부 주도로 시작된 국민 참여 캠페인이다 박용준 대표는 인증샷 촬영 직후 어린이 교통안전 문화 
[센터뉴스] 교통사고 잦은 <b>어린이보호구역</b> 36곳 집중점검 外,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=422&aid=0000504251, 교통사고 잦은 어린이보호구역 곳 집중점검 어린이보호구역 내 교통사고에 대한 처벌이 강화됐지만 잊을만하면 안타까운 사고 소식이 들려오곤 하는데요 행정안전부가 교통사고 위험이 큰 어린이보호구역에 
삼진식품 박용준 대표, <b>어린이</b> 교통안전 릴레이 챌린지,http://www.upinews.kr/newsView/upi202109140030,삼진식품 제공 어린이 교통안전 릴레이 챌린지는 어린이 보호구역 내 교통사고를 예방하고 어린이 보호 최우선 문화 정착을 위해 지난해 월 행정안전부 주도로 시작한 국민 참여 캠페인이다 박 대표는 이번 
삼진식품 박용준 대표, <b>어린이</b> 교통안전 릴레이 챌린지 동참,http://www.lawissue.co.kr/view.php?ud=2021091409485595669a8c8bf58f_12,어린이 교통안전 릴레이 챌린지는 어린이 보호구역 내 교통사고를 예방하고 어린이 보호 최우선 문화 정착을 위해 지난해 월 행정안전부 주도로 시작한 국민 참여 캠페인이다 어린이 횡단 중 사고 예방의 
교통사고 잦은 <b>어린이보호구역</b> 집중 현장점검,https://kizmom.hankyung.com/news/view.html?aid=202109130636o,교통사고가 잦은 어린이보호구역에 대한 사고원인 분석 및 교통안전시설 개선을 위한 관계기관 합동 현장점검이 정부 주도로 실시된다 어린이보호구역 내 교통사고로 인한 어린이의 안타까운 희생이 
인천 <b>어린이보호구역</b> 교차로 신호등 모두 노란색으로 교체,http://www.joongboo.com/news/articleView.html?idxno=363503228,인천시가 초등학교와 유치원 인근 어린이보호구역스쿨 존 내 교차로의 신호등을 모두 노란색으로 바꾼다 시는 억 원을 투입해 개교초등  유치원  인근 개의 교차로 신호등을 이달부터 월 말까지 모두 
전남 <b>어린이보호구역</b> 무인교통단속장비 74% 설치 완료,http://www.nspna.com/news/?mode=view&newsid=526360,개소 중 개소 설치 구정준 기자 전남경찰청청장 김재규은 올해 월말 기준으로 전남 관내 어린이보호구역 개소 중 개소에 대한 설치를 완료해 약 에 해당하는 보호구역에 무인단속카메라 설치를 
<b>어린이 보호구역</b>서 초등생 친 택시기사 '벌금 300만원',https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003550778,제주지방법원 제형사부재판장 장찬수 부장판사는 특정범죄 가중처벌 등에 관한 법률 위반어린이보호구역 치상 혐의로 기소된 씨에게 벌금 만 원을 선고했다고 일 밝혔다 재판부는 이 사건 사고 장소가 
<b>어린이 보호구역</b>서 횡단보도 건너는 아이 들이받은 70대 택시 운전사,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=022&aid=0003618001,벌금 만원 어린이 보호구역에서 횡단보도를 건너는 어린이를 들이받은 대 택시 운전사가 벌금 만원을 선고받았다 제주지방법원 제형사부재판장 장찬수 부장판사는 특정범죄 가중처벌 등에 관한 법률 위반 
교통사고 잦은 <b>어린이보호구역</b> 집중 현장점검 한다,http://www.jejutwn.com/news/article.html?no=89938,관계기관 합동으로 곳 점검 연내 시설개선 예정 행정안전부는 어린이보호구역에서의 교통사고로 인한 어린이의 안타까운 희생이 최소화 되도록 하기 위해 교통사고가 잦은 어린이보호구역에 대한 사고원인 
서초구, 관내 모든 <b>어린이보호구역</b>에 '과속단속카메라'···전국 최초 [서울...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=032&aid=0003096921,서울 서초구 관내 모든 어린이보호구역에 과속단속카메라가 설치된다 서초구는 어린이집유치원초등학교특수학교외국인학교 등 어린이보호구역으로 지정된 관내 모든 지역에 연말까지 과속단속카메라 설치를 
인천시, 모든 <b>어린이보호구역</b> 내 교차로…&quot;노란신호등으로 교체&quot;,http://www.cstimes.com/news/articleView.html?idxno=474293,남동구 성리초교 노란신호등 설치 모습 인천시가 어린이들의 안전한 보행환경 조성을 위해 어린이보호구역을 쉽게 알아볼 수 있도록 추진한다 인천광역시시장 박남춘는 인천경찰청과 협업해 관내 초등학교 등 
이재현 서구청장 “<b>어린이</b>가 안전한 교통안전도시 만들 것”,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010708113,이들은 등교 시간에 맞춰 학생과 학부모들을 대상으로 어린이보호구역 내 안전속도 준수 불법 주정차 금지 등을 홍보하는 캠페인을 펼쳤다 이어 서구는 안전한 등굣길을 만들기 위해 위험 요소와 학교 주변 취약 사항에 
