제목,링크,내용
DB손해보험, <b>어린이보호구역</b> 교통사고 예방 위해 '옐로카펫' 설치 지원,https://www.businesspost.co.kr/BP?command=article_view&num=251775,손해보험이 어린이보호구역 교통사고 예방과 소외계층 어린이 후원에 나섰다 손해보험은 초록우산어린이재단과 옐로카펫 설치 및 사랑나눔봉사 협약을 체결했다고 일 밝혔다 박기현 손해보험 전략기획팀장 
DB손보, <b>어린이</b> 교통안전 위한 협약 체결,http://www.shinailbo.co.kr/news/articleView.html?idxno=1464076,손해보험이 지난 일 초록우산어린이재단과 어린이보호구역 교통안전을 위한 옐로카펫 설치 및 소외계층 지원을 위한 협약을 체결했다고 일 밝혔다 옐로 카펫은 횡단보도 신호대기공간을 노란색으로 구획화해 
제주경찰청, <b>어린이</b> 교통안전 지도제작 공모전,http://www.headlinejeju.co.kr/news/articleView.html?idxno=463606,한편 올해 제주에서 어린이보호구역 내 교통사고는 지난해에 비해  감소했으나 속도위반은 매년 증가하고 있는 것으로 나타났다 경찰에 따르면 지난해 월부터 월까지 도내 어린이보호구역에서 발생한 
제주경찰 ‘<b>어린이</b> 교통안전 지도 제작’ 공모전 개최,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004974936,어린이보호구역스쿨존 내 어린이 교통사고를 예방하기 위해 시설개선과 현장단속 각종 제도 및 정책도 추진하고 있다 어린이보호구역 내 교통사고 및 속도위반 등 법규위반행위는 끊이지 않고 있다 어린이보호구역 
CJ대한통운, <b>어린이</b> 등하굣길에 교통사고 예방 ‘노란발자국’ 부착,https://www.ksg.co.kr/news/main_newsView.jsp?pNum=131864,대한통운은 지난 일 굿네이버스와 함께 경기도 군포 지역 내 어린이집 초등학교 등 어린이 보호구역 횡단보도 개소에 교통사고 예방을 돕는 노란 발자국을 설치한다고 밝혔다 노란 발자국 설치 작업은 
이소영, &quot;<b>어린이 보호구역</b>에 미인가 대안학교도 포함하는 길 열려&quot;,http://www.newsworker.co.kr/news/articleView.html?idxno=130783,어린이 보호구역 지정대상에 미인가 대안학교를 포함하는 등 보호구역 지정대상이 확대돼 어린이 안전을 더욱 두텁게 보호할 수 있는 길이 열렸다 국회 더불어민주당 이소영 의원경기 의왕과천에 따르면 어린이 
강동구도시관리공단은, <b>어린이보호구역</b>내 주거지주차구획 일제 정비,https://www.siminilbo.co.kr/news/newsview.php?ncode=1065590871947452,서울 강동구도시관리공단은 어린이보호구역내 주거지주차구획을 일제 정비한다고 밝혔다 어린이보호구역 주통학로는도로교통법에 따라 노상주차장을 운영할 수 없다 하지만 주택가 주차난 문제로 부득이하게 
CJ대한통운, 안전한 등하굣길 만들기 나섰다...<b>어린이 보호구역</b> 횡단보도에 '...,http://www.paxetv.com/news/articleView.html?idxno=127646,대한통운이 굿네이버스와 함께 군포 지역 내 어린이집 초등학교 등 어린이 보호구역 횡단보도 개소에 교통사고 예방을 돕는 노란 발자국을 설치합니다 노란 발자국 설치 작업은 군포시청 군포경찰서와의 협력을 
파주시, 초등학교 앞 <b>어린이보호구역</b> 내 CCTV 설치,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202109270958417670891,불법 주정차 단속 경기 파주시시장 최종환가 금촌초등학교 능안초등학교 등 어린이보호구역 내에 불법 주정차 단속 를 설치하고 일부터 단속한다 이는 어린이보호구역 내 불법 주정차로 인한 어린이 
DB손해보험, 옐로카펫 100여개 설치...<b>어린이</b> 교통안전 및 소외계층 지원,https://daily.hankooki.com/lpage/finance/202109/dh20210927112834148330.htm?s_ref=nv,사회공헌활동 통해 고객 행복 기여와 기업의 사회적 책임 다할 것 손해보험은 지난 일 초록우산어린이재단과 어린이보호구역 교통안전을 위한 옐로카펫 설치 및 소외계층 지원을 위한 사랑나눔봉사 
강동구, <b>어린이보호구역</b> 과속단속카메라 확대 설치,https://www.ibabynews.com/news/articleView.html?idxno=98706,강동구는 안전한 등하굣길 환경 조성을 위해 년 하반기 관내 어린이보호구역 개소에 과속단속카메라를 설치한다고 밝혔다 강동구청 강동구구청장 이정훈는 안전한 등하굣길 환경 조성을 위해 년 하반기 
DB손보, <b>어린이보호구역</b> 100곳에 옐로카펫 설치,https://www.fetv.co.kr/news/article.html?no=96919,손해보험은 초록우산어린이재단과 어린이보호구역 교통안전을 위한 옐로카펫 설치와 소외계층 지원을 위한 사랑나눔 봉사협약사진을 체결했다고 일 밝혔다 손보가 추진하는 옐로카펫 설치 캠페인은 횡단보도 
aT 대전세종충남본부, <b>어린이</b> 교통안전 챌린지 동참,http://www.ccnnews.co.kr/news/articleView.html?idxno=232776,한국농수산식품유통공사 대전세종충남지역본부 본부장 배민식는어린이 보호구역 내 교통사고를 예방하고 어린이 보호를 위한 사회적 공감대 형성을 위해 어린이 교통안전 릴레이 챌린지에 동참했다고 일 
(제주), 제주지역 <b>어린이</b> 교통사고 증가세,http://www.jibs.co.kr/news/articles/articlesDetail/17790?feed=na,다만 어린이 보호구역 안에서의 사고는 올해 건 발생에 명이 다쳤고 지난해 절반 수준으로 나타났습니다 제주경찰청은 다음 달 말까지 초등학생들을 대상으로 교통안전 지도제작 공모전을 열고 어린이 눈높이에서 
CJ대한통운, 군포지역 <b>어린이</b> 등하굣길에 '노란발자국' 부착,http://www.koreastocknews.com/news/articleView.html?idxno=66940,대한통운이 경기도 군포시 어린이 보호구역 횡단보도 개소에노란 발자국을 설치했다 사진대한통운 대한통운은경기도 군포시 어린이 보호구역 횡단보도에 노란 발자국을 설치하며 어린이들을 위한 
CJ대한통운, <b>어린이</b> 등하굣길에 '노란발자국' 의미는?,http://www.sportsq.co.kr/news/articleView.html?idxno=432380,횡단보도 건너기 전에는 잠시 멈춰요 대한통운이 경기도 군포시 어린이 보호구역 횡단보도에 노란 발자국을 설치하며 어린이들을 위한 안전한 등하굣길 만들기에 나섰다 대한통운은 일 굿네이버스와 함께 
CJ대한통운, <b>어린이</b> 교통사고 예방...등하굣길 '노란발자국' 설치,http://www.lcnews.co.kr/news/articleView.html?idxno=24865,대한통운 어린이 등하굣길에 노란발자국 부착 사진대한통운 대한통운이 경기도 군포시 어린이 보호구역 횡단보도에노란 발자국을 설치하며 어린이들을 위한 안전한 등하굣길 만들기에 나섰다 일 
인천서부경찰서, <b>어린이</b> 교통사고 예방 등굣길 교통안전 캠페인 실시,http://www.kmaeil.com/news/articleView.html?idxno=308451,캠페인에 참여한 관계자는 현재 정문 앞 주정차로 인해 어린이 교통사고 위험이 높은데 월 일 부터는 어린이보호구역 내에선 원칙적으로 모든 차의 주정차가 금지되며 어린이 통학 차량도 허용된 곳에서만 
영등포구, 지역내 <b>어린이보호구역</b>내 노상주차장 전면 폐쇄,https://www.siminilbo.co.kr/news/newsview.php?ncode=1065594701064109, 사진제공영등포구청 서울 영등포구구청장 채현일는 올해 말까지 지역내 어린이보호구역스쿨존내 운영 중인 모든 노상주차장을 전면 폐쇄한다고 일 밝혔다 이는 어린이보호구역내 불법주정차된 차량이 
CJ대한통운, <b>어린이</b> 등하굣길 안전거리 유지 돕는 ‘노란발자국’ 부착 나서,http://www.thebigdata.co.kr/view.php?ud=202109281040111140d0a8833aad_23,대한통운이 굿네이버스와 함께 경기도 군포시 어린이 보호구역 횡단보도에 노란 발자국을 설치하며 어린이들을 위한 안전한 등하굣길 만들기에 나선다고 일 밝혔다 노란발자국은 어린이들이 신호대기 시 
 CJ대한통운, 횡단보도앞 '잠깐 멈춤'...<b>어린이</b> 등하굣길에 '노란발자국' 부...,http://www.datasom.co.kr/news/articleView.html?idxno=117978,대한통운 관계자들이 경기도 군포시어린이보호구역에 노란발자국을 설치하고 있다 사진대한통운 대한통운이 굿네이버스와 함께 군포 지역 내 어린이집 초등학교 등 어린이 보호구역 횡단보도 개소에 
DB손해보험, <b>어린이보호구역</b> 교통안전 '옐로카펫' 설치,http://www.newspim.com/news/view/20210927000854,손해보험대표 김정남은 최근 초록우산어린이재단회장 이제훈과 어린이보호구역 교통안전을 위한 옐로카펫설치 및 소외계층 지원을 위한 사랑나눔봉사협약을 체결했다고 일 밝혔다 어린이 교통사고 
미추2<b>구역</b> 학세권 아파트 '주안 센트럴팰리스' 조합원 모집 마감임박,http://www.sisamagazine.co.kr/news/articleView.html?idxno=404162,어린이보호구역 개 지역에 단속 카메라 대를 설치해 안전한 통학로를 확보하고 어린이보호구역 안전운전 문화정착을 위해 최선을 다하고 있다 또한 장애아전문 어린이 집인 국공립 두리 하나어린이집과 
DB손보, <b>어린이</b> 교통사고 예방 위해 '옐로카펫' 설치 등 협약 체결,http://www.fntimes.com/html/view.php?ud=202109272025065254b1587365b_18,손해보험은 지난 일 초록우산어린이재단과 어린이보호구역 교통안전을 위한 옐로카펫 설치 및 소외계층 지원을 위한 사랑나눔봉사 협약을 체결했다고 일 밝혔다 옐로 카펫 설치 캠페인은 어린이 
[미래 신산업 허브, 인천] 통학길 안전 강화, 무인단속카메라 설치미래 주역 ...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=025&aid=0003138320,학교를 가리던 방음벽의 담쟁이 넝쿨을 제거하고 노란색으로 어린이 보호 구역을 표시했다 운행 제한 속도를 시속 에서 로 하향 조정하고 불법 우회전을 막는 교통안전장치를 마련했다 중구청과 협의해 경찰은 
CJ대한통운, <b>어린이</b> 등하굣길에 '노란발자국' 부착…&quot;횡단보도 앞에선 잠시 멈...,http://www.dailysmart.co.kr/news/articleView.html?idxno=50308,대한통운이 경기도 군포시 어린이보호구역에 노란발자국을 설치하고 있다 사진대한통운 횡단보도 건너기 전에는 잠시 멈춰요 대한통운이 경기도 군포시 어린이 보호구역 횡단보도에 노란 발자국을 설치하며 
파주시, 초등학교 앞 <b>어린이보호구역</b> 내 불법 주·정차 CCTV 설치,http://www.enewstoday.co.kr/news/articleView.html?idxno=1514453,파주시시장 최종환가 금촌초등학교 능안초등학교 등 어린이보호구역 내에 불법 주정차 단속 를 설치하고 일부터 단속한다 초등학교 앞 어린이보호구역 내 불법 주정차  설치 사진파주시 이는 
이소영 의원 &quot;<b>어린이보호구역</b>에 미인가 대안학교 포함하는 길 열려&quot;,https://www.ibabynews.com/news/articleView.html?idxno=98698,어린이보호구역 지정 대상에 미인가 대안학교를 포함할 수 있도록 하는 도로교통법 개정안이 통과됐다 베이비뉴스 어린이 보호구역 지정 대상에 미인가 대안학교를 포함하는 등 보호구역 지정대상이 확대돼 어린이 
광주 <b>어린이보호구역</b> 사망사고 운전자, 항소심서 징역 2년 6개월 선고 받아.....,http://www.idsn.co.kr/news/articleView.html?idxno=55742,어린이보호구역 자료사진매일안전신문  광주 어린이보호구역스쿨존에서 사망사로를 낸 운전자가 항소심에서 징역 년 개월을 선고 받았다 이는 징역 년을 선고한 원심을 파기하고 감형을 받은 것이다 
&quot;횡단보도 앞에선 잠시 멈춰요&quot;...CJ대한통운, <b>어린이</b> 등하굣길 '노란발자국'...,http://www.newsquest.co.kr/news/articleView.html?idxno=89028,대한통운이 경기도 군포시어린이보호구역에 노란발자국을 설치하고 있다 대한통운 제공 대한통운이 어린이들을 위해 안전한 등하굣길 만들기에 나섰다 대한통운이 굿네이버스와 함께 군포 지역 내 
파주시, 초등학교 앞 <b>어린이보호구역</b> 내 불법 주·정차 CCTV 설치,http://www.kmaeil.com/news/articleView.html?idxno=307558,파주시가 금촌초등학교 능안초등학교 등 어린이보호구역 내에 불법 주정차 단속 를 설치하고 일부터 단속한다 사진파주시 파주시가 금촌초등학교 능안초등학교 등 어린이보호구역 내에 불법 주정차 단속 
DB손보, 초록우산<b>어린이</b>재단과 ‘사랑나눔봉사’ 협약 맺어,http://www.insnews.co.kr/design_php/news_view.php?num=67024&firstsec=1&secondsec=13,손해보험은 지난 일 초록우산어린이재단과 어린이보호구역 교통안전을 위한 옐로카펫 설치 및 소외계층 지원을 위한 사랑나눔봉사 협약을 맺었다고 일 밝혔다 옐로카펫 캠페인은 횡단보도 신호대기 
DB손보, <b>어린이</b> 교통안전 및 소외계층 지원 위한 협약 체결,http://www.fins.co.kr/news/articleView.html?idxno=91471,손해보험이 지난 일 초록우산어린이재단과 어린이보호구역 교통안전을 위한 옐로카펫설치 및 소외계층 지원을 위한 사랑나눔봉사협약을 체결했다고 밝혔다 손보가추진하고 있는 옐로 카펫 설치 캠페인은 
DB손보, <b>어린이</b> 교통안전과 소외계층 지원 위한 '사랑나눔봉사' 협약 체결,https://www.ekn.kr/web/view.php?key=20210927010004037,손해보험은 지난 일 초록우산어린이재단과 어린이보호구역 교통안전을 위한 옐로카펫 설치와 소외계층 지원을 위한 사랑나눔봉사 협약을 체결했다고 일 밝혔다 어린이 교통사고 예방을 위해 
DB손해보험, <b>어린이</b> 교통안전 및 소외계층 지원을 위한 협약 체결,http://www.datanews.co.kr/news/article.html?no=115502,손해보험대표 김정남은 초록우산어린이재단회장 이제훈과 어린이보호구역 교통안전을 위한 옐로카펫 설치 및 소외계층 지원을 위한 사랑나눔봉사 협약을 체결했다고 일 밝혔다 어린이 교통사고 예방을 위해 
이소영 &quot;<b>어린이 보호구역</b> 지정에 미인가 대안학교 포함하는 길 열려&quot;,http://www.iminju.net/news/articleView.html?idxno=75494, 뉴시스 어린이 보호구역 지정대상에 미인가 대안학교도 포함돼 어린이 안전을 더 두텁게 보호할 수 있게 됐다 더불어민주당 이소영 의원이 발의한 도로교통법 개정안이 일 국회 본회의를 통과하면서 어린이 
DB손해보험, <b>어린이</b> 교통안전 및 소외계층 지원 위해 팔 걷어,http://www.weeklytoday.com/news/articleView.html?idxno=407816,사진손해보험 손해보험대표 김정남이 지난 일 초록우산어린이재단회장 이제훈과 어린이보호구역 교통안전을 위한 옐로카펫 설치 및 소외계층 지원을 위한 사랑나눔봉사 협약을 체결했다고 밝혔다 
(제주), 제주지역 <b>어린이</b> 교통사고 증가세,http://www.jibs.co.kr/news/replay/viewNewsReplayDetail/2021092820533703806?feed=na,발생한 어린이 교통사고는 건으로 지난해보다  늘었습니다 다친 어린이도 명으로  증가했습니다 반면 어린이 보호구역 안에서 발생한 교통사고는 건으로 지난해 절반으로 줄었습니다  이효형 기자
메디컬아이피 박상준 대표, '<b>어린이</b> 교통안전 챌린지' 동참,http://www.bosa.co.kr/news/articleView.html?idxno=2158952,어린이 교통안전 릴레이 챌린지는 행정안전부와 교육부 주최로 어린이 보호구역 내 사고 예방과 어린이 교통안전을 최우선으로 하는 운전 문화 정착을 위해 마련된 공익 캠페인이다 박상준 대표는 일단 멈춤 이 
메디컬아이피 박상준 대표, '<b>어린이</b> 교통안전 챌린지' 동참,http://www.docdocdoc.co.kr/news/articleView.html?idxno=2014920,어린이 교통안전 릴레이 챌린지는 행정안전부와 교육부 주최로 어린이 보호구역 내 사고 예방과 어린이 교통안전을 최우선으로 하는 운전 문화 정착을 위해 마련된 공익 캠페인이다 박상준 대표는 일단 
