 11일 낙찰 계약 동향  00부대 유휴시설철거 설계용역 2개부대   팔충2리 배수로 정비공사  사평면 석복마을 공동이용시설 설치공사 전기   낙찰 계약 동향,  낙찰업체   주식회사 도현산업  계약금액   7 970 000 원   계약명   삼랑진초등학교 어린이보호구역 외      낙찰업체   주식회사 금천이엔씨  계약금액   1 126 000 원   계약명   면사무소 남자화장실 대걸레 청소대   
 22일 조달청 입찰정보 종합  월성원자력본부 읍천사택 휘트니스센터 신축공사 건설폐기물처리 용역  차탄제 보행환경 개선 가로등 설치공사외 나라장터 입찰 공고,  입찰명    마을주민 보호구역 조성공사   계약방법   수의 소액  견적입찰 2인 이상 견적 제출       입찰명    금천초 본관 내진보강공사 입찰공고   계약방법   제한경쟁  공고기관   충청북도교육청   
 3일 조달청 입찰정보 종합  안전모외20종판교OH안전장구  대호대교  선우대교 정밀안전점검 및 내진성능평가 용역외 나라장터 입찰 공고,  입찰명    노인보호구역 개선사업 방동경로회관    계약방법   수의 소액   공고기관   경상북도      입찰명    금천복개도로 보수보강공사   계약방법   제한경쟁  공고기관   충청북도 청주시 상당구   
 24일 조달청 입찰정보 종합  방호시설 보강공사  2020년 원어민 원격 화상영어 교육지원외 나라장터 입찰 공고,  입찰명    금천노인종합복지관 노후 승강기 교체 공사   계약방법   일반경쟁  공고기관      입찰명    2020년 어린이보호구역 유지관리사업   계약방법   수의 소액  견적입찰 2인 이상 견적 제출   공고기관   
 23일 낙찰 계약 동향  2020년 사옥 미술장식품 임차  해외사업 비즈니스모델 개발 용역  2019년 재개발임대주택 일반공급 계약업무 관련 파견근로자 계약  낙찰 계약 동향,  낙찰 입찰 업체    주 케이비손해보험  계약금액   448 208 720 원   계약명   2020년 금천구 직원 맞춤형      낙찰업체   창일엔지니어링 주식회사  계약금액   5 400 000 원   계약명   2020년 노인보호구역 개선사업   
 25일 낙찰 계약 동향  은행리 407  세천 제방 보수공사  2020년 춘계 주산지소 수문 보수공사  보건실 세면장 바닥 방수 및 타일 교체 공사  낙찰 계약 동향,  낙찰업체   우림건설  계약금액   15 643 000 원   계약명   어린이보호구역 환경정비공사  계약기관      낙찰업체   주식회사동원시스템  계약금액   1 140 000 원   계약명   북부노인복지관 CCTV 설치공사  계약기관   
 28일 낙찰 계약 동향   20학년도  위험물저장소 가스저장소  증축 및 실험실 환경개선 추가공사  신설급수공사 현암동 552 12 외 1필지  김승기   2020년 소규모 급수가압시설 설치공사 토목  기계   낙,  낙찰업체   주식회사 유림조경개발  계약금액   18 450 000 원   계약명   대사 금천 진입도로 선형      낙찰업체   주식회사 영동기업  계약금액   18 883 000 원   계약명   2020년 보호구역 유지보수 단가공사 제주시    
 13일 조달청 입찰정보 종합  중부권통합의학센터 건립공사 건축  관급자재 구매 경질단열우레탄   유가 쌍계2리 328번지선  농로 확포장공사외 나라장터 입찰 공고,  입찰명    금천노인종합복지관 노후 승강기 교체 공사   계약방법   일반경쟁  공고기관      입찰명    신장2리 노인보호구역 개선사업   계약방법   수의 소액  견적입찰 2인 이상 견적 제출   공고기관   
 24일 낙찰 계약 동향  지향초 본관동 화장실 개선공사 설계용역  구례군 지방상수도 현대화사업 성과달성을 위한 누수탐사 용역  산청군 지방상수도 현대화사업 성과달성을 위한 누수탐사 용역  낙찰 계약 동향,  낙찰 입찰 업체   동남환경건설 주   계약금액   4 900 000 원   계약명   2020년 율어 금천 석천천      낙찰업체   우성엔지니어링 주식회사  계약금액   1 700 000 원   계약명   해양보호구역 관리보조 해수저장조 설치    
 7일 조달청 입찰정보 종합  화개산 전망대 조성사업 건축  토목  기계  전체분  1차분   2020년 국제 지식재산 나눔사업 부탄 브랜드 개발 및 비즈니스 전략 구축 용역외 나라장터 입찰 공고,  입찰명    의성군 노인복지관분관 증축공사 건축 기계    계약방법   지역제한  공고기관   경상북도      입찰명    2020년 어린이보호구역 차선도색 개선공사   계약방법   수의 소액   공고기관   경상북도   
 16일 낙찰 계약 동향  회현지하상가 6번출구  승강설비 보수공사  읍면시도 2호선 7번국도 사천진리  도로정비공사  파주우체국 집배실 및 사무실 재배치 소방 공사  낙찰 계약 동향,  낙찰업체   미주건설 주식회사  계약금액   103 498 000 원   계약명   대평마을 노인보호구역 개선사업       낙찰업체   서림건설주식회사  계약금액   174 733 000 원   계약명   국지도 49호선 나주 금천육교 등 2개소   
 13일 낙찰 계약 동향  가로수 결식지 보식사업  2020년 한발대비 대형관정 설치공사 유사2리  신촌리   2020년 충청북도 충주시 슬레이트 해체 처리 공사 1권역  낙찰 계약 동향,  낙찰업체   수상개발 주   계약금액   317 301 700 원   계약명   금천구 시흥5동 복합청사 건립      낙찰업체    주 내토이엔씨  계약금액   42 848 980 원   계약명   의림초등학교 일원 어린이보호구역 정비사업    
 20일 낙찰 계약 동향  백마 법곳지하차도 통합감시제어시스템 개선사업  법환초 냉난방시설 개선 전기공사  한방자연휴양림 가로등 설치 및 등기구 교체공사  낙찰 계약 동향,  낙찰업체   주식회사서우전기  계약금액   22 563 480 원   계약명   금천가압장 수배전반 교체공사       낙찰업체   보광건설 주   계약금액   155 046 890 원   계약명   어린이보호구역 개선사업 옥산초등학교 등   
 30일 조달청 입찰정보 종합  운행선 차단시간내 급속 분기선로 시공시 선로선형 및 시설물 관련규정 인터페이스 검토  정산중 본관 수선 및 기타공사외 나라장터 입찰 공고,  입찰명    화재안전 시설개선 지원사업 입찰대행 에이플러스홈 노인의료복지시설    계약방법      입찰명    어린이보호구역 노란신호등 설치공사   계약방법   수의 소액   공고기관   전라남도 광양시   
 29일 조달청 입찰정보 종합  문흥육교 등 6개소 정밀안전점검 및 내진성능평가용역   가격입찰 후 PQ심사   신 사문진교 정밀안전진단 용역외 나라장터 입찰 공고,  입찰명    화재안전 시설개선 지원사업 입찰대행 우리사랑 노인요양시설    계약방법   수의 소액       입찰명    어린이보호구역내 신호기 설치공사 신영초등학교 외 4개교    계약방법   수의 소액   공고기관   
 12일 낙찰 계약 동향  보령 농산물종합가공 지원센터 신축공사 소방전기   숭인119안전센터 하수도 배관 보수 공사  부적면 신교리 배수관 보수공사  낙찰 계약 동향,3개소 노인보호구역 개선공사     낙찰업체   동서전기건설공사 주식회사  계약금액   7 240 000 원   계약명   코로나 10 예방 선별진료소 운영을 위한 보건소 2층  전력간선 설치공사  계약기관   서울특별시 금천구   
 4일 낙찰 계약 동향  광역알뜰교통카드 수요조사 분석  평가원 국소배기장치 개선 공사 실시설계 용역  사업용 자동차 지도단속 차량 보험  51조6593   낙찰 계약 동향,  낙찰업체    주 북큐브네트웍스  계약금액   4 900 000 원   계약명   금천구립도서관 인문학 온라인 강좌      낙찰업체    주  주현이앤씨  계약금액   9 600 000 원   계약명   2020년 노인보호구역 지정 사업 설계용역    
 3일 낙찰 계약 동향  2020학년도 e알리미 서비스 이용 계약  강진정수장 정밀안전점검 및 내진성능평가 용역  개단도로 확포장공사 폐기물처리용역  낙찰 계약 동향,  낙찰업체   주식회사지성엔지니어링  계약금액   14 800 000 원   계약명   2020년 노인보호구역 개선사업    계약기관   서울특별시금천구시설관리공단  계약일자   2020 03 31  계약방법   수의계약  발주처 수요기관    
 14일 조달청 입찰정보 종합  2020년 친환경농업기반구축지원사업 입찰공고 협상에 의한 계약방식  부여군 수질오염총량관리 시행계획 제4단계 및 제3단계 추가 수립 연구용역외 나라장터 입찰 공고,  입찰명    지방하천 오금천  하도정비사업   계약방법   수의 소액  견적입찰 2인 이상 견적 제출       입찰명    2020년 어린이 보호구역 개선사업 황색신호등 설치  공사   계약방법   수의 소액   공고기관   
 21일 조달청 입찰정보 종합  동작구민체육센터 다목적실 체육관 탈의실 무장애화 시설공사  2020년 전화마을방송단말기 구입설치 긴급 외 나라장터 입찰 공고,  입찰명    강릉시 보호구역 어린이  노인  GIS DB 구축용역   계약방법   수의 총액 소액 견적입찰 2인    공고기관   서울특별시 금천구  입찰마감일시    2020 04 24 15 00   발주처 수요기관    서울특별시 금천구    
 2일 낙찰 계약 동향  2020년 공원녹지과 안전관리업무 위탁 용역  2020년 백두대간 등산로 정비사업 시공감리 용역 1지구   학돌초등학교 제3종시설물 정기안전점검 용역  낙찰 계약 동향,  낙찰업체   주식회사울진산업  계약금액   6 880 000 원   계약명   군도6호선 온정면 금천리 590 3       낙찰업체   삼원환경 주식회사  계약금액   28 225 000 원   계약명   율목초 외 4개소 어린이보호구역 개선사업   
 31일 낙찰 계약 동향  구청사 직원식당 배식대 확장공사 건축   고양관산초 정문 자바라 설치공사 계약  구명역 화장실 개량에 따른 통신공사  낙찰 계약 동향,  낙찰업체   주식회사 태양건설  계약금액   66 155 000 원   계약명   노인보호구역 개선사업  계약기관      낙찰업체   대동건설 주   계약금액   86 977 480 원   계약명   금천동 산성로 일원 도로정비공사  계약기관   
 30일 낙찰 계약 동향  아포읍 지1리 앞방천  배수로 설치공사  송계마을 진입로 확포장공사  팔선제수문 전동화 전기공사  낙찰 계약 동향,  낙찰업체   대웅건설 주   계약금액 낙찰가격    25 041 950 원   계약명   금천3리 신림 농업용배수로      낙찰 입찰 업체    주 성호건설  계약금액   8 156 000 원   계약명   원동마을회관 노인보호구역 개선사업    
 4일 조달청 입찰정보 종합  2020년 버스정류장 시설물 유지보수 공사 연간단가   주문도 살곶이 도시관리계획 용도지역  결정 변경  용역외 나라장터 입찰 공고,  입찰명    노인보호구역 개선사업 내수2리 경로당 등 4개소  입찰 공고   계약방법   제한경쟁     공고기관   서울특별시 금천구  입찰마감일시    2020 04 06 10 00   발주처 수요기관    서울특별시 금천구    
 29일 조달청 입찰정보 종합  어린이공원 소공원 배수로 정비공사  열교환기외 나라장터 입찰 공고,  입찰명    금천면 신가2구 유촌마을 아스콘 포장공사   계약방법   수의 소액  견적입찰 2인 이상 견적      입찰명    2020년 가평군 노인보호구역 개선공사 실시설계용역   계약방법   수의 총액 소액 견적입찰   
 3일 조달청 입찰정보 종합  2020년 식량작물공동 들녘 경영체 육성사업 시설장비  드론 구매  읍천 및 푸르뫼사택 놀이터 탄성포장재 교체공사외 나라장터 입찰 공고,  입찰명    금천문화예술정보학교 외 3교 독산고 덕의초 난곡중  내진성능평가 용역   계약방법      입찰명    상궁3리 경로당 외 2개소 노인보호구역 개선사업   계약방법   수의 소액  견적입찰 2인 이상 견적   
 28일 조달청 입찰정보 종합  2020년 연안 해조장 조성사업  섬 꽃 박람회장 조성에 따른 전략환경영향평가 용역외 나라장터 입찰 공고,  입찰명    2020년 전주시 관내 어린이 및 노인보호구역 유지관리공사 2차 단가계약    계약방법   수의      입찰명    금천구 시흥지역생활권 실행계획 수립 용역   계약방법   일반 총액 협상에의한계약    
 25일 낙찰 계약 동향  신천동로 보행로 구조물 공간막이 설치공사  성산구 남산어린이집 태양광발전시설 설치공사  국도28호선 영주IC 교차로 개선공사 2차   낙찰 계약 동향,  낙찰업체   신해공영주식회사  계약금액   331 056 900 원   계약명   금천소방서 건립 소방공사  계약기관    4개소 노인보호구역 개선공사  계약기관   충청남도 아산시  계약일자   2020 03 20  계약방법   제한경쟁   
 17일 낙찰 계약 동향  용산역세권개발부지 불소 기원 증명용역  기계검사용 신원정보지 인쇄시트 운송 용역 계약  차세대 전자여권 2차 FAT용 공백여권 운송 용역 계약  낙찰 계약 동향,계약기관   서울특별시 금천구  계약일자   2020 03 09  계약방법   수의계약  발주처 수요기관    서울특별시      낙찰업체   주식회사 동양엔지니어링  계약금액   7 400 000 원   계약명   2020년 노인보호구역 개선사업   
 22일 낙찰 계약 동향  2020 2021년 강릉지사 조경시설물 연간 유지보수공사 1차   2020 2021년 원주지사 조경시설물 연간 유지보수공사 1차   청암지구 흙수로 구조물화사업  낙찰 계약 동향,늘푸른노인요양원 치매전담시설 개보수 건축 기계 계약을 제한경쟁 방식으로  주 성안친환경디자인    어린이보호구역 개선공사  계약기관   경상북도 칠곡군  계약일자   2020 03 16  계약방법   수의계약  발주처   
 16일 낙찰 계약 동향  안성수덕원 건축물 석면 조사  초현2리 마을만들기 지역역량강화사업  맞춤형정비사업 지역 내 철거대상 건축물 석면조사 용역  낙찰 계약 동향,계약기관   서울특별시 금천구  계약일자   2020 03 12  계약방법   수의계약  발주처 수요기관    서울특별시    채용 공고 면접 시험 후기   낙찰업체   주식회사 한길  계약금액   19 710 000 원   계약명   노인보호구역   
 15일 낙찰 계약 동향  2020년 상반기 중앙선 삼곡 도담간 164 386KM 옹벽 외 10개소 하자 정기 점검용역  강원본부 재해관리개소 감시시스템 위탁관리용역  양평교육지원청 서고 항온항습기 이전설치용역  낙,  낙찰업체    주 한라건축사사무소  계약금액   8 664 000 원   계약명   신양면 다목적 노인회관 신축사업      낙찰업체   순천대학교 산학협력단  계약금액   47 310 000 원   계약명   2020년 야생생물 보호구역 해제 및   
 10일 조달청 입찰정보 종합  어천소하천 정비공사  2020년 임도유지보수사업 내리지구외 외 나라장터 입찰 공고,공고기관   서울특별시 금천구  입찰마감일시    2020 04 16 10 00   발주처 수요기관    서울특별시 금천구       입찰명    신대 매안초 등 11개 어린이보호구역 노란신호등 설치공사   계약방법   수의 소액   공고기관   
 14일 낙찰 계약 동향  제2차 완도군 기후변화 적응대책 세부시행계획 수립 용역  김해공항 공정안전관리 PSM  컨설팅 용역  금산군 인삼경작 밭  및 진악산 영상 촬영 용역  낙찰 계약 동향,봉평면 상수원보호구역 주민지원사업 실시설계용역 계약을 수의계약 방식으로 주식회사      낙찰업체   주식회사 은진  계약금액   40 092 000 원   계약명   노인복지시설 및 다중이용시설 방역소독 용역 계약    
 31일 조달청 입찰정보 종합  가축매몰지 발굴 복원 사업  삼기면 수산2구 마을 뒤 석축공사외 나라장터 입찰 공고,공고기관   서울특별시 금천구  입찰마감일시    2020 04 03 10 00   발주처 수요기관    서울특별시 금천구       입찰명    비봉초 외 1개소 어린이보호구역 차선도색 및 미끄럼방지 공사   계약방법   수의 소액    
 26일 조달청 입찰정보 종합  2020년 생활악취 상시감시 대행용역 긴급   계북당저지구 생활환경정비사업외 나라장터 입찰 공고,  입찰명    노인보호구역 기본관리게획 수립용역 견적 제출   계약방법   수의 총액 소액 견적입찰 2인    공고기관   서울특별시 금천구  입찰마감일시    2020 03 30 10 00   발주처 수요기관    서울특별시 금천구    
 27일 조달청 입찰정보 종합  2020년 지방하천 유지관리사업 상패천 1구간 준설   2020학년도 대구논공초등학교 학교급식용 우유 구매 소액수의 견적제출 공고외 나라장터 입찰 공고,  입찰명    2020년 산림유전자원보호구역 관리효과성평가 용역   계약방법   일반 총액 협상에의한계약     공고기관   서울특별시 금천구  입찰마감일시    2020 02 27 10 00   발주처 수요기관    서울특별시 금천구    
 20일 조달청 입찰정보 종합  월계마을 진입로 정비공사  영주시 시내버스 표준운송원가산정 및 노선조정 연구용역외 나라장터 입찰 공고,  입찰명    노인보호구역 개선사업   계약방법   수의 소액  견적입찰 2인 이상 견적 제출   공고기관      입찰명    금천면 고동리마을 안길정비사업   계약방법   수의 소액  견적입찰 2인 이상 견적 제출    
 19일 조달청 입찰정보 종합  관용차량 종합보험 가입  2020년 국가해양관측시설 보험가입외 나라장터 입찰 공고,  입찰명    금천소방서 건립 소방공사   계약방법   지역제한  공고기관   서울특별시  입찰마감일시      입찰명    음성팔성3리 노인보호구역개선공사   계약방법   수의 소액  견적입찰 2인 이상 견적 제출    
 1일 낙찰 계약 동향  화잠초등학교 공기청정기 임차 및 유지관리용역  2020학년도 급식실 잔반처리 용역 계약  신남중학교 2020학년도 정수기유지보수용역 계약  낙찰 계약 동향,  낙찰업체    주 에스엠구조안전진단  계약금액   2 073 000 원   계약명   대신면노인복지회관 편의시설      낙찰업체   유네스 주식회사  계약금액   41 823 000 원   계약명   2020년 종로구 보호구역 정비사업 기본 및   
 5일 조달청 입찰정보 종합  해외자원개발 융자사업 관리체계 개편방안 연구용역  고압 컴프레셔외 나라장터 입찰 공고,공고기관   서울특별시 금천구  입찰마감일시    2020 03 06 15 00   발주처 수요기관    서울특별시 금천구       입찰명    노인보호구역 신규지정 및 장애인 보행안전 개선사업 기본 및 실시설계 용역   계약방법   
 3일 낙찰 계약 동향  매곡중 2020학년도 3 5월 전기유지보수 용역 계약  인천상정고 2020학년도 정수기 유지보수 계약  인천상정고 2020학년도 전산시스템 유지보수 용역 계약  낙찰 계약 동향,  낙찰업체   담쟁이 건축사사무소  계약금액   19 470 000 원   계약명   복흥면 청소년문화의집 및 노인교      낙찰업체   대영유비텍 주식회사  계약금액   3 506 000 원   계약명   어린이보호구역 노란신호등   
 28일 조달청 입찰정보 종합  2020년 교량 및 고가차도 일상유지보수공사 연간단가   2020년 덕남정수장 정 배수지 및 정수처리시설 청소용역외 나라장터 입찰 공고,  입찰명    2020년 관악 금천구 관내 상수도공사 송배수관 포장복구  건설폐기물처리용역 장기계속       입찰명    구수동경로당 노인보호구역 정비사업 소액수의 견적제출 안내 공고   계약방법   수의 소액    
 10일 낙찰 계약 동향  2020년 제1차 숲가꾸기사업  부론면 정산리 공말 외 6개소 마을상수도 보수공사  진정 1 2리 배수로 설치공사  낙찰 계약 동향,  낙찰업체   성진건설 주   계약금액   41 098 200 원   계약명   돌산읍 모장 금천 도로포장공사  계약기관      낙찰업체   주식회사 대한도장  계약금액   29 502 680 원   계약명   봉산동 노인회관 노인보호구역   
 17일 조달청 입찰정보 종합  2020학년도 의령유치원 외 3개교 급식용 우유 공동구매 소액수의 단가  견적제출 안내  외국인주민 집중거주지역 야외공연장 건립공사외 나라장터 입찰 공고,  입찰명    국지도 49호 충주 화심경로당 노인보호구역 개선사업   계약방법   수의 소액  견적입찰 2인      입찰명    국도1호선 나주시 다시면 월태리 나주시 금천I C교차로 등 2개소 차선도색공사   계약방법   
