"관리번호","자치구","와이파이명","도로명주소","상세주소","설치위치(층)","설치유형","설치기관","서비스구분","망종류","설치년도","실내외구분","wifi접속환경","X좌표","Y좌표","작업일자"
"SD000432","성동구","AP_P011(1)","성동구 행당로15길 2","행당동 317-72 (P011)","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","127.0319","37.558235","2021-09-06 10:57:46.0"
"SD000433","성동구","AP_P013","성동구 마조로 25","한양대주변 한양시장앞 CCTV1 (P013)","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","127.04111","37.5602","2021-09-06 10:57:46.0"
"SD000434","성동구","AP_P014(1)","성동구 마조로 11","한양대주변 엔젤리너스커피앞 CCTV1 (P014)","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","127.04063","37.55827","2021-09-06 10:57:46.0"
"SD000435","성동구","AP_P021","성동구 고산자로 197","행당동 319-9 (P021)","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","127.03337","37.558346","2021-09-06 10:57:46.0"
"SD000436","성동구","AP_P033","성동구 아차산로 33","성수동1가 12-1 (P033)","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","127.065506","37.561153","2021-09-06 10:57:46.0"
"SD000437","성동구","AP_P037(1)","성동구 성수일로8길 30","성수동2가 289-273  (P037)","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","127.05416","37.545883","2021-09-06 10:57:46.0"
"SD000438","성동구","AP_P047","성동구 아차산로 96","성수동2가 314-40  (P047)","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","127.05507","37.544712","2021-09-06 10:57:46.0"
"SD000439","성동구","AP_P053","성동구 왕십리로 281","행당1동 139(성동문화회관 광장 AP 1)     (P053)","","3. 공원(하천)","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","127.03579","37.558777","2021-09-06 10:57:46.0"
"SD000440","성동구","AP_P056","성동구 자동차시장1길 96","용답동 238-1(카서울닷컴 앞 AP 1)   (P056)","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","127.06812","37.560116","2021-09-06 10:57:46.0"
"SD000441","성동구","AP_D030","성동구 왕십리로 222","살곶이체육공원 축구장 쉼터 CCTV1  (D030)","","3. 공원(하천)","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","127.047554","37.554276","2021-09-06 10:57:46.0"
"SD000442","성동구","AP_C808","성동구 왕십리광장로 17","왕십리역 4번출구 건너편 (C808)","","3. 공원(하천)","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","127.036964","37.561134","2021-09-06 10:57:46.0"
"SD000443","성동구","AP_P090","성동구 왕십리광장로 17","왕십리역 6-1번 출구앞 (P090)","","3. 공원(하천)","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","127.03784","37.56115","2021-09-06 10:57:46.0"
"SD000444","성동구","AP_S001(1)","행당동 33-13","스마트쉼터","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","127.04321","37.55694","2021-09-06 10:57:46.0"
"SD000445","성동구","AP_S002(1)","행당동 349","스마트쉼터","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","127.034454","37.55538","2021-09-06 10:57:46.0"
"SD000446","성동구","AP_S003","금호동3가 1583","스마트쉼터","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","127.01547","37.548637","2021-09-06 10:57:46.0"
"SD000447","성동구","AP_S004(1)","옥수동 산 5-148","스마트쉼터","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","127.01369","37.543514","2021-09-06 10:57:46.0"
"SD000448","성동구","AP_S005","송정동 66-30","스마트쉼터","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","127.06412","37.54827","2021-09-06 10:57:46.0"
"SD000449","성동구","AP_S006","금호동2가 223-1","스마트쉼터","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","127.019905","37.55527","2021-09-06 10:57:46.0"
"SD000450","성동구","AP_S007","성수동2가 333-16","스마트쉼터","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","127.053276","37.5394","2021-09-06 10:57:46.0"
"SD000451","성동구","AP_S008","응봉동 144-7","스마트쉼터","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","127.03333","37.553215","2021-09-06 10:57:46.0"
"SD000452","성동구","AP_S009(1)","행당동 7","스마트쉼터","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","127.03604","37.56374","2021-09-06 10:57:46.0"
"SD000453","성동구","AP_S010(1)","하왕십리동 860-1","스마트쉼터","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","127.0286","37.56474","2021-09-06 10:57:46.0"
"SD000487","성동구","뚝도시장","서울특별시 성동구 성덕정15길 6-42","성수동2가 335-64  (C307)","","2. 전통시장","자치구","공공WiFi","자가망U무선망","2019","실외","","127.05527","37.538483","2021-09-06 10:57:46.0"
"SD000488","성동구","응봉산 팔각정","서울특별시 성동구 응봉동 267-1","서울특별시 성동구 응봉동 267-1(F007)","","3. 공원(하천)","자치구","공공WiFi","자가망U무선망","2019","실외","","127.02974","37.547646","2021-09-06 10:57:46.0"
"SD000489","성동구","뚝도시장","서울특별시 성동구 성덕정15길 6-42","성수동2가 335-64  (P061)","","2. 전통시장","자치구","공공WiFi","자가망U무선망","2019","실외","","127.05529","37.53722","2021-09-06 10:57:46.0"
"SD000490","성동구","뚝도시장","서울특별시 성동구 성덕정15길 6-42","성수동2가 335-64  (P062)","","2. 전통시장","자치구","공공WiFi","자가망U무선망","2019","실외","","127.05491","37.53872","2021-09-06 10:57:46.0"
"SD000491","성동구","성수수제화 희망플랫폼 수제화거리","성동구아차산로53","성수수제화희망플랫폼수제화거리AP1","","1. 주요거리","자치구","공공WiFi","자가망U무선망","2018","실외","","127.0507","37.54637","2021-09-06 10:57:46.0"
"SD000492","성동구","성수수제화 희망플랫폼 수제화거리","성동구아차산로53","성수수제화희망플랫폼수제화거리AP2","","1. 주요거리","자치구","공공WiFi","자가망U무선망","2018","실외","","127.0507","37.54637","2021-09-06 10:57:46.0"
"SD000493","성동구","뚝도시장","서울특별시 성동구 성덕정15길 6-42","성수동2가 335-64  (시장내)","","2. 전통시장","자치구","공공WiFi","자가망U무선망","2019","실외","","127.05378","37.537994","2021-09-06 10:57:46.0"
"SD000494","성동구","뚝도시장","서울특별시 성동구 성덕정15길 6-42","성수동2가 335-64  (시장내)","","2. 전통시장","자치구","공공WiFi","자가망U무선망","2019","실외","","127.0541","37.53799","2021-09-06 10:57:46.0"
"SD000495","성동구","뚝도시장","서울특별시 성동구 성덕정15길 6-42","성수동2가 335-64  (시장내)","","2. 전통시장","자치구","공공WiFi","자가망U무선망","2019","실외","","127.0544","37.53798","2021-09-06 10:57:46.0"
"SD000496","성동구","AP_C862(2)","사근동 128-2","사근동 128-2","","3. 공원(하천)","자치구","공공WiFi","자가망U무선망","2020","실외","","127.05055","37.55979","2021-09-06 10:57:46.0"
"SD000497","성동구","AP_C862(3)","사근동 128-2","사근동 128-2","","3. 공원(하천)","자치구","공공WiFi","자가망U무선망","2020","실외","","127.05055","37.55979","2021-09-06 10:57:46.0"
"SD000498","성동구","AP_C388(2)","살곶이길 208","사근동 126-108","","3. 공원(하천)","자치구","공공WiFi","자가망U무선망","2020","실외","","127.0513","37.558136","2021-09-06 10:57:46.0"
"SD000499","성동구","AP_Oksu","옥수동 490-7","옥수동 490-7","","3. 공원(하천)","자치구","공공WiFi","자가망U무선망","2020","실외","","127.01936","37.540443","2021-09-06 10:57:46.0"
"SD000500","성동구","AP_Oksu","옥수동 490-7","옥수동 490-7","","3. 공원(하천)","자치구","공공WiFi","자가망U무선망","2020","실외","","127.01936","37.540443","2021-09-06 10:57:46.0"
"SD000501","성동구","AP_Geumho","금호동4가 1523-2","금호동4가 1523-2","","3. 공원(하천)","자치구","공공WiFi","자가망U무선망","2020","실외","","127.024315","37.54363","2021-09-06 10:57:46.0"
"SD000502","성동구","AP_P034(2)","상원길 58","성수동1가 4-5","","1. 주요거리","자치구","공공WiFi","자가망U무선망","2020","실외","","127.04788","37.54966","2021-09-06 10:57:46.0"
"SD000503","성동구","AP_P034(3)","상원길 58","성수동1가 4-5","","1. 주요거리","자치구","공공WiFi","자가망U무선망","2020","실외","","127.04788","37.54966","2021-09-06 10:57:46.0"
"SDM010001","서대문구","충현동자치회관","서대문구 경기대로 40","자치회관 4층","4","7-3. 커뮤니티 - 지역","자치구","공공WiFi","자가망U무선망","2013","실내","","126.96237","37.56291","2021-09-06 10:57:46.0"
"SDM010002","서대문구","충현동자치회관","서대문구 경기대로 40","자치회관 3층","3","7-3. 커뮤니티 - 지역","자치구","공공WiFi","자가망U무선망","2013","실내","","126.96237","37.56291","2021-09-06 10:57:46.0"
"SDM010003","서대문구","충현동자치회관","서대문구 경기대로 40","자치회관 2층","2","7-3. 커뮤니티 - 지역","자치구","공공WiFi","자가망U무선망","2013","실내","","126.96237","37.56291","2021-09-06 10:57:46.0"
"SDM010004","서대문구","충현동주민센터","서대문구 북아현로22길 38","주민센터 4층","4","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.95469","37.564827","2021-09-06 10:57:46.0"
"SDM010005","서대문구","충현동주민센터","서대문구 북아현로22길 38","주민센터 2층","2","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.95469","37.564827","2021-09-06 10:57:46.0"
"SDM010006","서대문구","충현동주민센터","서대문구 북아현로22길 38","주민센터 1층","1","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.95469","37.564827","2021-09-06 10:57:46.0"
"SDM020001","서대문구","보건소천연분소","서대문구 독립문로 27","분소 2층","2","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.961296","37.569614","2021-09-06 10:57:46.0"
"SDM020002","서대문구","보건소천연분소","서대문구 독립문로 27","분소 1층","1","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.961296","37.569614","2021-09-06 10:57:46.0"
"SDM020003","서대문구","천연동주민센터","서대문구 성산로 694","주민센터 2층","2","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.95905","37.571117","2021-09-06 10:57:46.0"
"SDM020004","서대문구","천연동주민센터","서대문구 성산로 694","주민센터 1층","1","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.95905","37.571117","2021-09-06 10:57:46.0"
"SDM020005","서대문구","천연동자치회관","서대문구 독립문로 15-7","자치회관 1층로비","1","7-3. 커뮤니티 - 지역","자치구","공공WiFi","자가망U무선망","2018","실내","","126.96062","37.570198","2021-09-06 10:57:46.0"
"SDM030001","서대문구","북아현동주민센터","서대문구 북아현로 24","주민센터 3층","3","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.95702","37.5595","2021-09-06 10:57:46.0"
"SDM030002","서대문구","북아현동주민센터","서대문구 북아현로 24","주민센터 2층","2","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.95702","37.5595","2021-09-06 10:57:46.0"
"SDM030003","서대문구","북아현동주민센터","서대문구 북아현로 24","주민센터 1층","1","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.95702","37.5595","2021-09-06 10:57:46.0"
"SDM030004","서대문구","북아현동주민센터","서대문구 북아현로 24","주민센터 지하1층","-1","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.95702","37.5595","2021-09-06 10:57:46.0"
"SDM040001","서대문구","신촌동자치회관","서대문구 연세로2나길 47","자치회관 2층","2","7-3. 커뮤니티 - 지역","자치구","공공WiFi","자가망U무선망","2013","실내","","126.939514","37.5578","2021-09-06 10:57:46.0"
"SDM040002","서대문구","신촌동자치회관","서대문구 연세로2나길 47","자치회관 1층","1","7-3. 커뮤니티 - 지역","자치구","공공WiFi","자가망U무선망","2013","실내","","126.939514","37.5578","2021-09-06 10:57:46.0"
"SDM040003","서대문구","신촌동주민센터","서대문구 이화여대길 92-8","주민센터 2층","2","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.94351","37.55956","2021-09-06 10:57:46.0"
"SDM040004","서대문구","신촌동주민센터","서대문구 이화여대길 92-8","주민센터 1층","1","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.94351","37.55956","2021-09-06 10:57:46.0"
"SDM040005","서대문구","신촌박스퀘어","서대문구 신촌역로 22-5","신촌박스퀘어 1층","1","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2018","실내","","126.94297","37.558937","2021-09-06 10:57:46.0"
"SDM040006","서대문구","신촌박스퀘어","서대문구 신촌역로 22-5","신촌박스퀘어 1층","1","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2018","실내","","126.94297","37.558937","2021-09-06 10:57:46.0"
"SDM040007","서대문구","신촌파랑고래","서대문구 연세로5나길 19","신촌파랑고래 실내","","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2019","실내","","126.93509","37.556835","2021-09-06 10:57:46.0"
"SDM040008","서대문구","신촌파랑고래","서대문구 연세로5나길 19","신촌파랑고래 실내","","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2019","실내","","126.93509","37.556835","2021-09-06 10:57:46.0"
"SDM040009","서대문구","신촌파랑고래","서대문구 연세로5나길 19","신촌파랑고래 실내","","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2019","실내","","126.93509","37.556835","2021-09-06 10:57:46.0"
"SDM040010","서대문구","신촌파랑고래","서대문구 연세로5나길 19","신촌파랑고래 실내","","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2019","실내","","126.93509","37.556835","2021-09-06 10:57:46.0"
"SDM040011","서대문구","안산봉수대","서대문구 봉원동 산 1","안산 봉수대(중계탑)","","3. 공원(하천)","자치구","공공WiFi","자가망U무선망","2019","실외","","126.94611","37.576923","2021-09-06 10:57:46.0"
"SDM050001","서대문구","서대문구청","서대문구 연희로 248","서대문구청 6층 복도","6","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050002","서대문구","서대문구청","서대문구 연희로 248","서대문구청 6층 대강당","6","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050003","서대문구","서대문구청","서대문구 연희로 248","서대문구청 6층 건설관리과","6","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050004","서대문구","서대문구청","서대문구 연희로 248","서대문구청 5층 복도1","5","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050005","서대문구","서대문구청","서대문구 연희로 248","서대문구청 5층 복도2","5","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050006","서대문구","서대문구청","서대문구 연희로 248","서대문구청 5층 재무과","5","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050007","서대문구","서대문구청","서대문구 연희로 248","서대문구청 5층 복지정책과","5","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050008","서대문구","서대문구청","서대문구 연희로 248","서대문구청 5층푸른도시과 앞","5","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050009","서대문구","서대문구청","서대문구 연희로 248","서대문구청 4층 복도1","4","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050010","서대문구","서대문구청","서대문구 연희로 248","서대문구청 4층 복도2","4","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050011","서대문구","서대문구청","서대문구 연희로 248","서대문구청 4층 토목과","4","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050012","서대문구","서대문구청","서대문구 연희로 248","서대문구청 4층 전산정보과","4","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050013","서대문구","서대문구청","서대문구 연희로 248","서대문구청 3층 대회의실","3","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050014","서대문구","서대문구청","서대문구 연희로 248","서대문구청 3층 복도1","3","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050015","서대문구","서대문구청","서대문구 연희로 248","서대문구청 3층 복도2","3","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050016","서대문구","서대문구청","서대문구 연희로 248","서대문구청 3층 기획상황실","3","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050017","서대문구","서대문구청","서대문구 연희로 248","서대문구청 2층 복도1","2","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050018","서대문구","서대문구청","서대문구 연희로 248","서대문구청 2층 복도2","2","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050019","서대문구","서대문구청","서대문구 연희로 248","서대문구청 2층 교통관리과","2","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050020","서대문구","서대문구청","서대문구 연희로 248","서대문구청 2층 건축과","2","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050021","서대문구","서대문구청","서대문구 연희로 248","서대문구청 1층 민원여권과","1","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050022","서대문구","서대문구청","서대문구 연희로 248","서대문구청 1층 로비","1","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050023","서대문구","서대문구청","서대문구 연희로 248","서대문구청 1층 우리은행 앞","1","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050024","서대문구","서대문구청","서대문구 연희로 248","서대문구청 1층 지적과","1","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050025","서대문구","서대문구청","서대문구 연희로 248","서대문구청 지하1층 식당1","-1","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050026","서대문구","서대문구청","서대문구 연희로 248","서대문구청 지하1층 식당2","-1","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050027","서대문구","서대문보건소","서대문구 연희로 242","보건소 8층","8","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.936226","37.57855","2021-09-06 10:57:46.0"
"SDM050028","서대문구","서대문보건소","서대문구 연희로 242","보건소 8층","8","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.936226","37.57855","2021-09-06 10:57:46.0"
"SDM050029","서대문구","서대문보건소","서대문구 연희로 242","보건소 7층","7","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.936226","37.57855","2021-09-06 10:57:46.0"
"SDM050030","서대문구","서대문보건소","서대문구 연희로 242","보건소 7층","7","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.936226","37.57855","2021-09-06 10:57:46.0"
"SDM050031","서대문구","서대문보건소","서대문구 연희로 242","보건소 6층","6","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.936226","37.57855","2021-09-06 10:57:46.0"
"SDM050032","서대문구","서대문보건소","서대문구 연희로 242","보건소 6층","6","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.936226","37.57855","2021-09-06 10:57:46.0"
"SDM050033","서대문구","서대문보건소","서대문구 연희로 242","보건소 5층","5","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.936226","37.57855","2021-09-06 10:57:46.0"
"SDM050034","서대문구","서대문보건소","서대문구 연희로 242","보건소 5층","5","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.936226","37.57855","2021-09-06 10:57:46.0"
"SDM050035","서대문구","서대문보건소","서대문구 연희로 242","보건소 4층","4","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.936226","37.57855","2021-09-06 10:57:46.0"
"SDM050036","서대문구","서대문보건소","서대문구 연희로 242","보건소 4층","4","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.936226","37.57855","2021-09-06 10:57:46.0"
"SDM050037","서대문구","서대문보건소","서대문구 연희로 242","보건소 3층","3","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.936226","37.57855","2021-09-06 10:57:46.0"
"SDM050038","서대문구","서대문보건소","서대문구 연희로 242","보건소 3층","3","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.936226","37.57855","2021-09-06 10:57:46.0"
"SDM050039","서대문구","서대문보건소","서대문구 연희로 242","보건소 2층","2","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.936226","37.57855","2021-09-06 10:57:46.0"
"SDM050040","서대문구","서대문보건소","서대문구 연희로 242","보건소 2층","2","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.936226","37.57855","2021-09-06 10:57:46.0"
"SDM050041","서대문구","서대문보건소","서대문구 연희로 242","보건소 1층","1","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.936226","37.57855","2021-09-06 10:57:46.0"
"SDM050042","서대문구","안산방문자센터","서대문구 연희로32길 134","안산방문자센터 1층","1","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93802","37.57949","2021-09-06 10:57:46.0"
"SDM050043","서대문구","연희동자치회관","서대문구 증가로 13-10","자치회관 3층","3","7-3. 커뮤니티 - 지역","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93093","37.56935","2021-09-06 10:57:46.0"
"SDM050044","서대문구","연희동자치회관","서대문구 증가로 13-10","자치회관 2층","2","7-3. 커뮤니티 - 지역","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93093","37.56935","2021-09-06 10:57:46.0"
"SDM050045","서대문구","연희동자치회관","서대문구 증가로 13-10","자치회관 1층","1","7-3. 커뮤니티 - 지역","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93093","37.56935","2021-09-06 10:57:46.0"
"SDM050046","서대문구","연희동주민센터","서대문구 연희로189","주민센터 2층","2","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93517","37.57391","2021-09-06 10:57:46.0"
"SDM050047","서대문구","연희동주민센터","서대문구 연희로189","주민센터 1층","1","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93517","37.57391","2021-09-06 10:57:46.0"
"SDM050048","서대문구","자연사박물관","서대문구 연희로32길 51","3층 계단 위 천정","3","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2013","실내","","126.937614","37.576565","2021-09-06 10:57:46.0"
"SDM050049","서대문구","자연사박물관","서대문구 연희로32길 51","3층 전시장 안 복도 위","3","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2013","실내","","126.937614","37.576565","2021-09-06 10:57:46.0"
"SDM050050","서대문구","자연사박물관","서대문구 연희로32길 51","2층 전시장 복도 위","2","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2013","실내","","126.937614","37.576565","2021-09-06 10:57:46.0"
"SDM050051","서대문구","자연사박물관","서대문구 연희로32길 51","2층 전시장 안 홀 위","2","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2013","실내","","126.937614","37.576565","2021-09-06 10:57:46.0"
"SDM050052","서대문구","자연사박물관","서대문구 연희로32길 51","1층 도서관 앞 천정 위","1","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2013","실내","","126.937614","37.576565","2021-09-06 10:57:46.0"
"SDM050053","서대문구","자연사박물관","서대문구 연희로32길 51","1층 전시회장 어항위 천정","1","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2013","실내","","126.937614","37.576565","2021-09-06 10:57:46.0"
"SDM050054","서대문구","자연사박물관","서대문구 연희로32길 51","1층 매점 앞 천정 위","1","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2013","실내","","126.937614","37.576565","2021-09-06 10:57:46.0"
"SDM050055","서대문구","자연사박물관","서대문구 연희로32길 51","1층 사무실 천정","1","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2013","실내","","126.937614","37.576565","2021-09-06 10:57:46.0"
"SDM050056","서대문구","자연사박물관","서대문구 연희로32길 51","1층 사무실 2층 천정 위","1","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2013","실내","","126.937614","37.576565","2021-09-06 10:57:46.0"
"SDM050057","서대문구","자연사박물관","서대문구 연희로32길 51","지하1층 전산실 앞","-1","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2013","실내","","126.937614","37.576565","2021-09-06 10:57:46.0"
"SDM050058","서대문구","서대문구청","서대문구 연희로 248","5층 전산교육장 내","5","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
"SDM050059","서대문구","서대문구청","서대문구 연희로 248","3층 행정지원과","3","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2013","실내","","126.93679","37.579075","2021-09-06 10:57:46.0"
